Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
359,o+r+m+p+b+l+s,problems,FALSE,,,ormpbls,0,,,o,r,m,,p,b,,l,s,,p,r,o,,o,r,m,p,b,l,s,,+,,,,,,Keep,problems
360,o+d+l,london,FALSE,,,odl,0,,,o,,,,d,,,l,,,l,o,n,,o,d,l,,,,,,+,,,,,,Keep,london
361,i+w+h+a+n+s,washington,FALSE,,,iwhans,0,,,i,,,w,h,,a,n,s,,w,a,s,,i,w,h,a,n,s,,,+,,,,,,Keep,washington
362,i+e+m+g+t+n,meeting,FALSE,,,iemgtn,0,,,i,e,m,g,,,t,n,,,m,e,e,,i,e,m,g,t,n,,,+,,,,,,Keep,meeting
363,o+e+c+b,become,FALSE,,,oecb,0,,,o,e,c,,,b,,,,,b,e,c,,o,e,c,b,,,,,+,,,,,,Keep,become
364,i+r+t+n+s,interest,FALSE,,,irtns,0,,,i,r,,,,,t,n,s,,i,n,t,,i,r,t,n,s,,,,+,,,,,,Keep,interest
365,i+c+h+l,child,FALSE,,,ichl,0,,,i,,c,,h,,,l,,,c,h,i,,i,c,h,l,,,,,+,,,,,,Keep,child
366,e+t+n,enter,FALSE,,,etn,0,,,,e,,,,,t,n,,,e,n,t,,e,t,n,,,,,,+,,,,,,Keep,enter
367,i+r+c+f+a+l,california,FALSE,,,ircfal,0,,,i,r,c,,f,,a,l,,,c,a,l,,i,r,c,f,a,l,,,+,,,,,,Keep,california
368,r+h+a+s,share,FALSE,,,rhas,0,,,,r,,,h,,a,,s,,s,h,a,,r,h,a,s,,,,,+,,,,,,Keep,share
369,i+r+m+a+l+s,similar,FALSE,,,irmals,0,,,i,r,m,,,,a,l,s,,s,i,m,,i,r,m,a,l,s,,,+,,,,,,Keep,similar
370,r+g+d+a+n,garden,FALSE,,,rgdan,0,,,,r,,g,d,,a,n,,,g,a,r,,r,g,d,a,n,,,,+,,,,,,Keep,garden
372,i+m+l,million,FALSE,,,iml,0,,,i,,m,,,,,l,,,m,i,l,,i,m,l,,,,,,+,,,,,,Keep,million
373,e+d+a,added,FALSE,,,eda,0,,,,e,,,d,,a,,,,a,d,d,,e,d,a,,,,,,+,,,,,,Keep,added
374,r+c+f+n,reference,FALSE,,,rcfn,0,,,,r,c,,f,,,n,,,r,e,f,,r,c,f,n,,,,,+,,,,,,Keep,reference
375,o+e+c+p+a+n+s,companies,FALSE,,,oecpans,0,,,o,e,c,,p,,a,n,s,,c,o,m,,o,e,c,p,a,n,s,,+,,,,,,Keep,companies
376,i+e+d+t+l+s,listed,FALSE,,,iedtls,0,,,i,e,,,d,,t,l,s,,l,i,s,,i,e,d,t,l,s,,,+,,,,,,Keep,listed
377,i+e+g+a+l,learning,FALSE,,,iegal,0,,,i,e,,g,,,a,l,,,l,e,a,,i,e,g,a,l,,,,+,,,,,,Keep,learning
378,e+g+n+y,energy,FALSE,,,egny,0,,,,e,,g,,,,n,y,,e,n,e,,e,g,n,y,,,,,+,,,,,,Keep,energy
379,i+e+v+d+l+y,delivery,FALSE,,,ievdly,0,,,i,e,v,,d,,,l,y,,d,e,l,,i,e,v,d,l,y,,,+,,,,,,Keep,delivery
380,u+o+r+p+a+l,popular,FALSE,,,uorpal,0,,u,o,r,,,p,,a,l,,,p,o,p,,u,o,r,p,a,l,,,+,,,,,,Keep,popular
382,u+o+r+c+p+t+s,computers,FALSE,,,uorcpts,0,,u,o,r,c,,p,,t,,s,,c,o,m,,u,o,r,c,p,t,s,,+,,,,,,Keep,computers
383,u+o+r+a+j,journal,FALSE,,,uoraj,0,,u,o,r,,,,,a,j,,,j,o,u,,u,o,r,a,j,,,,+,,,,,,Keep,journal
385,o+e+m+w+l,welcome,FALSE,,,oemwl,0,,,o,e,m,w,,,,l,,,w,e,l,,o,e,m,w,l,,,,+,,,,,,Keep,welcome
386,e+c+a+n,central,FALSE,,,ecan,0,,,,e,c,,,,a,n,,,c,e,n,,e,c,a,n,,,,,+,,,,,,Keep,central
387,i+e+m+g+a+s,images,FALSE,,,iemgas,0,,,i,e,m,g,,,a,,s,,i,m,a,,i,e,m,g,a,s,,,+,,,,,,Keep,images
388,i+r+p+t+n+s,president,FALSE,,,irptns,0,,,i,r,,,p,,t,n,s,,p,r,e,,i,r,p,t,n,s,,,+,,,,,,Keep,president
389,o+e+c+t+n,notice,FALSE,,,oectn,2,,,o,e,c,,,,t,n,,,n,o,t,,o,e,c,t,n,,,,+,,,,,,Keep,notice
390,o+r+g+a+l,original,FALSE,,,orgal,0,,,o,r,,g,,,a,l,,,o,r,i,,o,r,g,a,l,,,,+,,,,,,Keep,original
391,i+r+d+a,radio,FALSE,,,irda,0,,,i,r,,,d,,a,,,,r,a,d,,i,r,d,a,,,,,+,,,,,,Keep,radio
392,u+i+t+n,until,FALSE,,,uitn,0,,u,i,,,,,,t,n,,,u,n,t,,u,i,t,n,,,,,+,,,,,,Keep,until
393,o+r+c+l,color,FALSE,,,orcl,0,,,o,r,c,,,,,l,,,c,o,l,,o,r,c,l,,,,,+,,,,,,Keep,color
394,u+o+c+l,council,FALSE,,,uocl,0,,u,o,,c,,,,,l,,,c,o,u,,u,o,c,l,,,,,+,,,,,,Keep,council
395,u+i+e+c+d+n+s,includes,FALSE,,,uiecdns,0,,u,i,e,c,,d,,,n,s,,i,n,c,,u,i,e,c,d,n,s,,+,,,,,,Keep,includes
396,r+k+t,track,FALSE,,,rkt,0,,,,r,k,,,,t,,,,t,r,a,,r,k,t,,,,,,+,,,,,,Keep,track
397,u+i+r+a+l+s,australia,FALSE,,,uirals,0,,u,i,r,,,,,a,l,s,,a,u,s,,u,i,r,a,l,s,,,+,,,,,,Keep,australia
398,u+i+c+d+n+s,discussion,FALSE,,,uicdns,0,,u,i,,c,,d,,,n,s,,d,i,s,,u,i,c,d,n,s,,,+,,,,,,Keep,discussion
399,i+r+c+h+a,archive,FALSE,,,ircha,0,,,i,r,c,,h,,a,,,,a,r,c,,i,r,c,h,a,,,,+,,,,,,Keep,archive
401,i+e+m+t+n,entertainment,FALSE,,,iemtn,0,,,i,e,m,,,,t,n,,,e,n,t,,i,e,m,t,n,,,,+,,,,,,Keep,entertainment
402,r+m+g+a+n,agreement,FALSE,,,rmgan,0,,,,r,m,g,,,a,n,,,a,g,r,,r,m,g,a,n,,,,+,,,,,,Keep,agreement
403,o+r+m+f+a,format,FALSE,,,ormfa,0,,,o,r,m,,f,,a,,,,f,o,r,,o,r,m,f,a,,,,+,,,,,,Keep,format
404,e+a+l+s,least,FALSE,,,eals,2,,,,e,,,,,a,l,s,,l,e,a,,e,a,l,s,,,,,+,,,,,,Keep,least
405,o+e+c+t+s,society,FALSE,,,oects,0,,,o,e,c,,,,t,,s,,s,o,c,,o,e,c,t,s,,,,+,,,,,,Keep,society
406,o+m+h+t+n+s,months,FALSE,,,omhtns,0,,,o,,m,,h,,t,n,s,,m,o,n,,o,m,h,t,n,s,,,+,,,,,,Keep,months
407,e+f+a+s,safety,FALSE,,,efas,0,,,,e,,,f,,a,,s,,s,a,f,,e,f,a,s,,,,,+,,,,,,Keep,safety
408,i+r+f+n+s,friends,FALSE,,,irfns,0,,,i,r,,,f,,,n,s,,f,r,i,,i,r,f,n,s,,,,+,,,,,,Keep,friends
409,r+d+t,trade,FALSE,,,rdt,0,,,,r,,,d,,t,,,,t,r,a,,r,d,t,,,,,,+,,,,,,Keep,trade
410,i+e+d+t+n,edition,FALSE,,,iedtn,0,,,i,e,,,d,,t,n,,,e,d,i,,i,e,d,t,n,,,,+,,,,,,Keep,edition
412,i+r+m+g+a+n,marketing,FALSE,,,irmgan,0,,,i,r,m,g,,,a,n,,,m,a,r,,i,r,m,g,a,n,,,+,,,,,,Keep,marketing
413,u+r+f+t,further,FALSE,,,urft,1,,u,,r,,,f,,t,,,,f,u,r,,u,r,f,t,,,,,+,,,,,,Keep,further
414,u+e+p+a,updated,FALSE,,,uepa,0,,u,,e,,,p,,a,,,,u,p,d,,u,e,p,a,,,,,+,,,,,,Keep,updated
415,i+c+a+n+s,association,FALSE,,,icans,0,,,i,,c,,,,a,n,s,,a,s,s,,i,c,a,n,s,,,,+,,,,,,Keep,association
416,i+v+g+h+a+n,having,FALSE,,,ivghan,0,,,i,,v,g,h,,a,n,,,h,a,v,,i,v,g,h,a,n,,,+,,,,,,Keep,having
417,o+r+v+p+s,provides,FALSE,,,orvps,0,,,o,r,v,,p,,,,s,,p,r,o,,o,r,v,p,s,,,,+,,,,,,Keep,provides
418,i+v+d+a,david,FALSE,,,ivda,0,,,i,,v,,d,,a,,,,d,a,v,,i,v,d,a,,,,,+,,,,,,Keep,david
419,r+d+a+l+y,already,FALSE,,,rdaly,0,,,,r,,,d,,a,l,y,,a,l,r,,r,d,a,l,y,,,,+,,,,,,Keep,already
420,r+g+n,green,FALSE,,,rgn,0,,,,r,,g,,,,n,,,g,r,e,,r,g,n,,,,,,+,,,,,,Keep,green
421,u+i+e+d+t+s,studies,FALSE,,,uiedts,0,,u,i,e,,,d,,t,,s,,s,t,u,,u,i,e,d,t,s,,,+,,,,,,Keep,studies
422,o+e+c+l+s,close,FALSE,,,oecls,0,,,o,e,c,,,,,l,s,,c,l,o,,o,e,c,l,s,,,,+,,,,,,Keep,close
423,o+c+n,common,FALSE,,,ocn,0,,,o,,c,,,,,n,,,c,o,m,,o,c,n,,,,,,+,,,,,,Keep,common
424,i+r+v+d,drive,FALSE,,,irvd,0,,,i,r,v,,d,,,,,,d,r,i,,i,r,v,d,,,,,+,,,,,,Keep,drive
425,i+e+c+p+s,specific,FALSE,,,iecps,0,,,i,e,c,,p,,,,s,,s,p,e,,i,e,c,p,s,,,,+,,,,,,Keep,specific
426,e+v+a+l+s,several,FALSE,,,evals,0,,,,e,v,,,,a,l,s,,s,e,v,,e,v,a,l,s,,,,+,,,,,,Keep,several
427,i+v+g+l,living,FALSE,,,ivgl,0,,,i,,v,g,,,,l,,,l,i,v,,i,v,g,l,,,,,+,,,,,,Keep,living
428,o+e+c+t+l,collection,FALSE,,,oectl,0,,,o,e,c,,,,t,l,,,c,o,l,,o,e,c,t,l,,,,+,,,,,,Keep,collection
429,e+c+d+a+l,called,FALSE,,,ecdal,0,,,,e,c,,d,,a,l,,,c,a,l,,e,c,d,a,l,,,,+,,,,,,Keep,called
430,o+r+h+t+s,short,FALSE,,,orhts,0,,,o,r,,,h,,t,,s,,s,h,o,,o,r,h,t,s,,,,+,,,,,,Keep,short
431,i+d+a+l+s,display,FALSE,,,idals,0,,,i,,,,d,,a,l,s,,d,i,s,,i,d,a,l,s,,,,+,,,,,,Keep,display
432,i+e+m+d+t+l,limited,FALSE,,,iemdtl,0,,,i,e,m,,d,,t,l,,,l,i,m,,i,e,m,d,t,l,,,+,,,,,,Keep,limited
434,u+o+t+l+s,solutions,FALSE,,,uotls,0,,u,o,,,,,,t,l,s,,s,o,l,,u,o,t,l,s,,,,+,,,,,,Keep,solutions
435,e+m+a+n+s,means,FALSE,,,emans,0,,,,e,m,,,,a,n,s,,m,e,a,,e,m,a,n,s,,,,+,,,,,,Keep,means
436,i+r+c+d+t,director,FALSE,,,ircdt,1,,,i,r,c,,d,,t,,,,d,i,r,,i,r,c,d,t,,,,+,,,,,,Keep,director
437,i+d+a+l+y,daily,FALSE,,,idaly,0,,,i,,,,d,,a,l,y,,d,a,i,,i,d,a,l,y,,,,+,,,,,,Keep,daily
438,e+c+h+b+a,beach,FALSE,,,echba,0,,,,e,c,,h,b,a,,,,b,e,a,,e,c,h,b,a,,,,+,,,,,,Keep,beach
439,u+r+a+n,natural,FALSE,,,uran,0,,u,,r,,,,,a,n,,,n,a,t,,u,r,a,n,,,,,+,,,,,,Keep,natural
440,e+w+h+t,whether,FALSE,,,ewht,0,,,,e,,w,h,,t,,,,w,h,e,,e,w,h,t,,,,,+,,,,,,Keep,whether
441,i+e+c+t+l+s,electronics,FALSE,,,iectls,0,,,i,e,c,,,,t,l,s,,e,l,e,,i,e,c,t,l,s,,,+,,,,,,Keep,electronics
442,i+e+p,period,FALSE,,,iep,0,,,i,e,,,p,,,,,,p,e,r,,i,e,p,,,,,,+,,,,,,Keep,period
443,i+g+p+a+l,planning,FALSE,,,igpal,0,,,i,,,g,p,,a,l,,,p,l,a,,i,g,p,a,l,,,,+,,,,,,Keep,planning
444,e+d+b+a+s,database,FALSE,,,edbas,1,,,,e,,,d,b,a,,s,,d,a,t,,e,d,b,a,s,,,,+,,,,,,Keep,database
445,o+c+f+a+l,official,FALSE,,,ocfal,0,,,o,,c,,f,,a,l,,,o,f,f,,o,c,f,a,l,,,,+,,,,,,Keep,official
446,e+w+h+a,weather,FALSE,,,ewha,0,,,,e,,w,h,,a,,,,w,e,a,,e,w,h,a,,,,,+,,,,,,Keep,weather
447,e+v+g+a,average,FALSE,,,evga,0,,,,e,v,g,,,a,,,,a,v,e,,e,v,g,a,,,,,+,,,,,,Keep,average
448,i+e+c+h+t+l,technical,FALSE,,,iechtl,0,,,i,e,c,,h,,t,l,,,t,e,c,,i,e,c,h,t,l,,,+,,,,,,Keep,technical
449,i+w+d+n,window,FALSE,,,iwdn,0,,,i,,,w,d,,,n,,,w,i,n,,i,w,d,n,,,,,+,,,,,,Keep,window
450,r+c+f+a+n,france,FALSE,,,rcfan,0,,,,r,c,,f,,a,n,,,f,r,a,,r,c,f,a,n,,,,+,,,,,,Keep,france
451,i+r+g+n,region,FALSE,,,irgn,0,,,i,r,,g,,,,n,,,r,e,g,,i,r,g,n,,,,,+,,,,,,Keep,region
452,i+d+a+l+s,island,FALSE,,,idals,1,,,i,,,,d,,a,l,s,,i,s,l,,i,d,a,l,s,,,,+,,,,,,Keep,island
453,o+r+c+d,record,FALSE,,,orcd,0,,,o,r,c,,d,,,,,,r,e,c,,o,r,c,d,,,,,+,,,,,,Keep,record
454,i+r+c+d+t,direct,FALSE,,,ircdt,2,,,i,r,c,,d,,t,,,,d,i,r,,i,r,c,d,t,,,,+,,,,,,Keep,direct
455,i+r+m+f+t+s,microsoft,FALSE,,,irmfts,0,,,i,r,m,,f,,t,,s,,m,i,c,,i,r,m,f,t,s,,,+,,,,,,Keep,microsoft
456,o+r+c+f+n,conference,FALSE,,,orcfn,0,,,o,r,c,,f,,,n,,,c,o,n,,o,r,c,f,n,,,,+,,,,,,Keep,conference
457,i+e+v+t+n,environment,FALSE,,,ievtn,0,,,i,e,v,,,,t,n,,,e,n,v,,i,e,v,t,n,,,,+,,,,,,Keep,environment
458,o+r+c+d+s,records,FALSE,,,orcds,0,,,o,r,c,,d,,,,s,,r,e,c,,o,r,c,d,s,,,,+,,,,,,Keep,records
459,i+r+c+d+t+s,district,FALSE,,,ircdts,0,,,i,r,c,,d,,t,,s,,d,i,s,,i,r,c,d,t,s,,,+,,,,,,Keep,district
460,r+c+d+a+l,calendar,FALSE,,,rcdal,0,,,,r,c,,d,,a,l,,,c,a,l,,r,c,d,a,l,,,,+,,,,,,Keep,calendar
461,o+c+t+s,costs,FALSE,,,octs,0,,,o,,c,,,,t,,s,,c,o,s,,o,c,t,s,,,,,+,,,,,,Keep,costs
462,e+t+l+s,style,FALSE,,,etls,0,,,,e,,,,,t,l,s,,s,t,y,,e,t,l,s,,,,,+,,,,,,Keep,style
463,o+r+f+t+n,front,FALSE,,,orftn,0,,,o,r,,,f,,t,n,,,f,r,o,,o,r,f,t,n,,,,+,,,,,,Keep,front
464,e+m+t+n+s,statement,FALSE,,,emtns,0,,,,e,m,,,,t,n,s,,s,t,a,,e,m,t,n,s,,,,+,,,,,,Keep,statement
465,u+e+p+a,update,FALSE,,,uepa,1,,u,,e,,,p,,a,,,,u,p,d,,u,e,p,a,,,,,+,,,,,,Keep,update
466,r+p+a+s,parts,FALSE,,,rpas,0,,,,r,,,p,,a,,s,,p,a,r,,r,p,a,s,,,,,+,,,,,,Keep,parts
467,o+w+d+a+l+s,downloads,FALSE,,,owdals,0,,,o,,,w,d,,a,l,s,,d,o,w,,o,w,d,a,l,s,,,+,,,,,,Keep,downloads
468,e+a+l+y,early,FALSE,,,ealy,0,,,,e,,,,,a,l,y,,e,a,r,,e,a,l,y,,,,,+,,,,,,Keep,early
469,i+e+m+l+s,miles,FALSE,,,iemls,0,,,i,e,m,,,,,l,s,,m,i,l,,i,e,m,l,s,,,,+,,,,,,Keep,miles
470,u+o+d+n+s,sound,FALSE,,,uodns,0,,u,o,,,,d,,,n,s,,s,o,u,,u,o,d,n,s,,,,+,,,,,,Keep,sound
471,u+o+r+c+s,resource,FALSE,,,uorcs,3,,u,o,r,c,,,,,,s,,r,e,s,,u,o,r,c,s,,,,+,,,,,,Keep,resource
472,r+p+t+n+s,present,FALSE,,,rptns,0,,,,r,,,p,,t,n,s,,p,r,e,,r,p,t,n,s,,,,+,,,,,,Keep,present
473,i+c+p+a+l+s,applications,FALSE,,,icpals,0,,,i,,c,,p,,a,l,s,,a,p,p,,i,c,p,a,l,s,,,+,,,,,,Keep,applications
474,i+e+h+t,either,FALSE,,,ieht,1,,,i,e,,,h,,t,,,,e,i,t,,i,e,h,t,,,,,+,,,,,,Keep,either
475,u+o+e+c+d+t+n,document,FALSE,,,uoecdtn,0,,u,o,e,c,,d,,t,n,,,d,o,c,,u,o,e,c,d,t,n,,+,,,,,,Keep,document
476,o+r+k+w+s,works,FALSE,,,orkws,0,,,o,r,k,w,,,,,s,,w,o,r,,o,r,k,w,s,,,,+,,,,,,Keep,works
477,i+r+m+a+l,material,FALSE,,,irmal,0,,,i,r,m,,,,a,l,,,m,a,t,,i,r,m,a,l,,,,+,,,,,,Keep,material
478,i+r+w+t+n,written,FALSE,,,irwtn,0,,,i,r,,w,,,t,n,,,w,r,i,,i,r,w,t,n,,,,+,,,,,,Keep,written
479,e+f+a+l,federal,FALSE,,,efal,0,,,,e,,,f,,a,l,,,f,e,d,,e,f,a,l,,,,,+,,,,,,Keep,federal
480,o+g+h+t+n+s,hosting,FALSE,,,oghtns,0,,,o,,,g,h,,t,n,s,,h,o,s,,o,g,h,t,n,s,,,+,,,,,,Keep,hosting
481,u+r+l+s,rules,FALSE,,,urls,0,,u,,r,,,,,,l,s,,r,u,l,,u,r,l,s,,,,,+,,,,,,Keep,rules
482,i+f+a+n,final,FALSE,,,ifan,0,,,i,,,,f,,a,n,,,f,i,n,,i,f,a,n,,,,,+,,,,,,Keep,final
483,u+d+a+l,adult,FALSE,,,udal,0,,u,,,,,d,,a,l,,,a,d,u,,u,d,a,l,,,,,+,,,,,,Keep,adult
484,i+e+c+t+s,tickets,FALSE,,,iects,0,,,i,e,c,,,,t,,s,,t,i,c,,i,e,c,t,s,,,,+,,,,,,Keep,tickets
485,i+g+h+t+n,thing,FALSE,,,ightn,1,,,i,,,g,h,,t,n,,,t,h,i,,i,g,h,t,n,,,,+,,,,,,Keep,thing
486,e+c+t+n,centre,FALSE,,,ectn,1,,,,e,c,,,,t,n,,,c,e,n,,e,c,t,n,,,,,+,,,,,,Keep,centre
487,u+i+r+m+q+t+n+s,requirements,FALSE,,,uirmqtns,0,,u,i,r,m,,,q,t,n,s,,r,e,q,,u,i,r,m,q,t,n,s,+,,,,,,Keep,requirements
488,e+c+h+a,cheap,FALSE,,,echa,0,,,,e,c,,h,,a,,,,c,h,e,,e,c,h,a,,,,,+,,,,,,Keep,cheap
489,i+e+c+f+a+n,finance,FALSE,,,iecfan,0,,,i,e,c,,f,,a,n,,,f,i,n,,i,e,c,f,a,n,,,+,,,,,,Keep,finance
490,u+i+e+m+t+n+s,minutes,FALSE,,,uiemtns,0,,u,i,e,m,,,,t,n,s,,m,i,n,,u,i,e,m,t,n,s,,+,,,,,,Keep,minutes
491,i+r+h+t,third,FALSE,,,irht,0,,,i,r,,,h,,t,,,,t,h,i,,i,r,h,t,,,,,+,,,,,,Keep,third
492,i+g+f+t+s,gifts,FALSE,,,igfts,0,,,i,,,g,f,,t,,s,,g,i,f,,i,g,f,t,s,,,,+,,,,,,Keep,gifts
493,u+o+e+p,europe,FALSE,,,uoep,0,,u,o,e,,,p,,,,,,e,u,r,,u,o,e,p,,,,,+,,,,,,Keep,europe
494,i+r+g+d+a+n,reading,FALSE,,,irgdan,0,,,i,r,,g,d,,a,n,,,r,e,a,,i,r,g,d,a,n,,,+,,,,,,Keep,reading
495,o+c+p+t+s,topics,FALSE,,,ocpts,0,,,o,,c,,p,,t,,s,,t,o,p,,o,c,p,t,s,,,,+,,,,,,Keep,topics
496,u+i+v+d+a+n,individual,FALSE,,,uivdan,0,,u,i,,v,,d,,a,n,,,i,n,d,,u,i,v,d,a,n,,,+,,,,,,Keep,individual
497,o+r+c,cover,FALSE,,,orc,0,,,o,r,c,,,,,,,,c,o,v,,o,r,c,,,,,,+,,,,,,Keep,cover
498,u+a+l+s,usually,FALSE,,,uals,0,,u,,,,,,,a,l,s,,u,s,u,,u,a,l,s,,,,,+,,,,,,Keep,usually
499,o+r+g+h+t,together,FALSE,,,orght,0,,,o,r,,g,h,,t,,,,t,o,g,,o,r,g,h,t,,,,+,,,,,,Keep,together
500,i+e+v+d+s,videos,FALSE,,,ievds,0,,,i,e,v,,d,,,,s,,v,i,d,,i,e,v,d,s,,,,+,,,,,,Keep,videos
501,e+c+p+t+n,percent,FALSE,,,ecptn,0,,,,e,c,,p,,t,n,,,p,e,r,,e,c,p,t,n,,,,+,,,,,,Keep,percent
502,u+i+c+f+t+n,function,FALSE,,,uicftn,0,,u,i,,c,,f,,t,n,,,f,u,n,,u,i,c,f,t,n,,,+,,,,,,Keep,function
503,i+e+g+t+n,getting,FALSE,,,iegtn,0,,,i,e,,g,,,t,n,,,g,e,t,,i,e,g,t,n,,,,+,,,,,,Keep,getting
504,o+g+b+a+l,global,FALSE,,,ogbal,0,,,o,,,g,,b,a,l,,,g,l,o,,o,g,b,a,l,,,,+,,,,,,Keep,global
505,o+e+c+n,economic,FALSE,,,oecn,0,,,o,e,c,,,,,n,,,e,c,o,,o,e,c,n,,,,,+,,,,,,Keep,economic
506,r+p+a+l+y,player,FALSE,,,rpaly,0,,,,r,,,p,,a,l,y,,p,l,a,,r,p,a,l,y,,,,+,,,,,,Keep,player
507,o+r+c+p+t+j+s,projects,FALSE,,,orcptjs,0,,,o,r,c,,p,,t,j,s,,p,r,o,,o,r,c,p,t,j,s,,+,,,,,,Keep,projects
508,i+r+c+l+y,lyrics,FALSE,,,ircly,0,,,i,r,c,,,,,l,y,,l,y,r,,i,r,c,l,y,,,,+,,,,,,Keep,lyrics
509,o+e+f+t+n,often,FALSE,,,oeftn,0,,,o,e,,,f,,t,n,,,o,f,t,,o,e,f,t,n,,,,+,,,,,,Keep,often
510,u+i+r+c+b+s,subscribe,FALSE,,,uircbs,0,,u,i,r,c,,,b,,,s,,s,u,b,,u,i,r,c,b,s,,,+,,,,,,Keep,subscribe
511,u+i+m+b+t+s,submit,FALSE,,,uimbts,0,,u,i,,m,,,b,t,,s,,s,u,b,,u,i,m,b,t,s,,,+,,,,,,Keep,submit
512,e+m+g+a+n+y,germany,FALSE,,,emgany,0,,,,e,m,g,,,a,n,y,,g,e,r,,e,m,g,a,n,y,,,+,,,,,,Keep,germany
513,u+o+m+a+n,amount,FALSE,,,uoman,0,,u,o,,m,,,,a,n,,,a,m,o,,u,o,m,a,n,,,,+,,,,,,Keep,amount
514,c+w+h+a,watch,FALSE,,,cwha,0,,,,,c,w,h,,a,,,,w,a,t,,c,w,h,a,,,,,+,,,,,,Keep,watch
516,u+o+g+h+t,though,FALSE,,,uoght,0,,u,o,,,g,h,,t,,,,t,h,o,,u,o,g,h,t,,,,+,,,,,,Keep,though
517,k+h+t+n+s,thanks,FALSE,,,khtns,0,,,,,k,,h,,t,n,s,,t,h,a,,k,h,t,n,s,,,,+,,,,,,Keep,thanks
518,i+e+v+g+h+t+n+y,everything,FALSE,,,ievghtny,0,,,i,e,v,g,h,,t,n,y,,e,v,e,,i,e,v,g,h,t,n,y,+,,,,,,Keep,everything
519,e+d+a+l+s,deals,FALSE,,,edals,0,,,,e,,,d,,a,l,s,,d,e,a,,e,d,a,l,s,,,,+,,,,,,Keep,deals
520,u+i+r+v+a+s,various,FALSE,,,uirvas,0,,u,i,r,v,,,,a,,s,,v,a,r,,u,i,r,v,a,s,,,+,,,,,,Keep,various
521,o+r+w+d+s,words,FALSE,,,orwds,0,,,o,r,,w,d,,,,s,,w,o,r,,o,r,w,d,s,,,,+,,,,,,Keep,words
522,u+i+x+l,linux,FALSE,,,uixl,0,,u,i,,,,,x,,l,,,l,i,n,,u,i,x,l,,,,,+,,,,,,Keep,linux
523,u+o+r+c+p+t+n,production,FALSE,,,uorcptn,0,,u,o,r,c,,p,,t,n,,,p,r,o,,u,o,r,c,p,t,n,,+,,,,,,Keep,production
524,o+r+c+a+l,commercial,FALSE,,,orcal,0,,,o,r,c,,,,a,l,,,c,o,m,,o,r,c,a,l,,,,+,,,,,,Keep,commercial
525,e+m+a+j+s,james,FALSE,,,emajs,0,,,,e,m,,,,a,j,s,,j,a,m,,e,m,a,j,s,,,,+,,,,,,Keep,james
526,i+e+w+h+t,weight,FALSE,,,iewht,1,,,i,e,,w,h,,t,,,,w,e,i,,i,e,w,h,t,,,,+,,,,,,Keep,weight
527,e+h+a,heart,FALSE,,,eha,0,,,,e,,,h,,a,,,,h,e,a,,e,h,a,,,,,,+,,,,,,Keep,heart
528,i+r+v+g+d+a+n+s,advertising,FALSE,,,irvgdans,0,,,i,r,v,g,d,,a,n,s,,a,d,v,,i,r,v,g,d,a,n,s,+,,,,,,Keep,advertising
529,i+r+c+d,received,FALSE,,,ircd,0,,,i,r,c,,d,,,,,,r,e,c,,i,r,c,d,,,,,+,,,,,,Keep,received
530,o+e+c+h+s,choose,FALSE,,,oechs,0,,,o,e,c,,h,,,,s,,c,h,o,,o,e,c,h,s,,,,+,,,,,,Keep,choose
531,r+m+t+n,treatment,FALSE,,,rmtn,0,,,,r,m,,,,t,n,,,t,r,e,,r,m,t,n,,,,,+,,,,,,Keep,treatment
532,e+w+t+n+s,newsletter,FALSE,,,ewtns,0,,,,e,,w,,,t,n,s,,n,e,w,,e,w,t,n,s,,,,+,,,,,,Keep,newsletter
533,i+r+c+h+a+s,archives,FALSE,,,irchas,0,,,i,r,c,,h,,a,,s,,a,r,c,,i,r,c,h,a,s,,,+,,,,,,Keep,archives
535,o+e+k+g+d+n,knowledge,FALSE,,,oekgdn,0,,,o,e,k,g,d,,,n,,,k,n,o,,o,e,k,g,d,n,,,+,,,,,,Keep,knowledge
536,i+e+m+g+a+n,magazine,FALSE,,,iemgan,0,,,i,e,m,g,,,a,n,,,m,a,g,,i,e,m,g,a,n,,,+,,,,,,Keep,magazine
537,o+e,error,FALSE,,,oe,0,,,o,e,,,,,,,,,e,r,r,,o,e,,,,,,,+,,,,,,Keep,error
538,r+c+a,camera,FALSE,,,rca,1,,,,r,c,,,,a,,,,c,a,m,,r,c,a,,,,,,+,,,,,,Keep,camera
539,u+r+c+t+l+y,currently,FALSE,,,urctly,0,,u,,r,c,,,,t,l,y,,c,u,r,,u,r,c,t,l,y,,,+,,,,,,Keep,currently
540,u+o+r+c+t+n+s,construction,FALSE,,,uorctns,0,,u,o,r,c,,,,t,n,s,,c,o,n,,u,o,r,c,t,n,s,,+,,,,,,Keep,construction
541,i+r+g+d+t+s,registered,FALSE,,,irgdts,0,,,i,r,,g,d,,t,,s,,r,e,g,,i,r,g,d,t,s,,,+,,,,,,Keep,registered
542,e+c+a+l,clear,FALSE,,,ecal,0,,,,e,c,,,,a,l,,,c,l,e,,e,c,a,l,,,,,+,,,,,,Keep,clear
